SK_CompanyID,SPRating,addressLine1,addressLine2,batchID,ceo,city,companyID,country,description,effectiveDate,endDate,foundingDate,industry,isCurrent,isLowGrade,name,postalCode,stateProv,status
306,"CCC ","20623 Hickory Street                                                            ","                                                                                ",1,"Macmahon                                                                                            ","Concord                  ",111,United States of America,"EBNlXInVkwCHobwEOADyOMJSjZyMhYDLcYTlykyylECZmISdMkNLEuLQoXgcTLGdKCC ORBPkJmDhSQqKFGLidvkbBAvMtuhQwZarLNUmdKCOALKrzDiHdxrvb                            ",1975-06-27T00:00:00.0000000,9999-12-31T00:00:00.0000000,1864-01-02T00:00:00.0000000,"Retail (Apparel)                                  ",true,true,"PJMdSzrJLCQOEjBzsCfSLWNE                                    ","76127       ","IL                  ","Inactive  "
9,"CC  ","14754 Woodview East                                                             ","                                                                                ",1,"Ramser                                                                                              ","Coral Springs            ",128,United States of America,"BIy daBqmVEGxBgCnMPRcGFXAlDYkAedVaLjsKVM                                                                                                              ",1969-06-23T00:00:00.0000000,2012-12-31T00:00:00.0000000,1866-09-11T00:00:00.0000000,"Constr. - Supplies & Fixtures                     ",false,true,"YCmHMrlCgmfVKmzzPrAlepDA                                    ","H6A 1Z6     ","WA                  ","Active    "
1363,"CC  ","14754 Woodview East                                                             ","                                                                                ",1,"Ramser                                                                                              ","Coral Springs            ",128,United States of America,"BIy daBqmVEGxBgCnMPRcGFXAlDYkAedVaLjsKVM                                                                                                              ",2012-12-31T00:00:00.0000000,9999-12-31T00:00:00.0000000,1872-10-30T00:00:00.0000000,"Waste Management Services                         ",true,true,"YCmHMrlCgmfVKmzzPrAlepDA                                    ","H6A 1Z6     ","WA                  ","Active    "
10,"B-  ","23890 Bay Street                                                                ","                                                                                ",1,"Lekas                                                                                               ","Miami                    ",75,"Canada                  ","TEUEZXJoHNH                                                                                                                                           ",1969-06-24T00:00:00.0000000,9999-12-31T00:00:00.0000000,1851-04-15T00:00:00.0000000,"Water Transportation                              ",true,true,"UfSHWSCITBCAOZQunWBPoRwGIRuCUoPSdEQARTADOJmAyACdfM          ","99611       ","UT                  ","Inactive  "
104,"B-  ","23890 Bay Street                                                                ","                                                                                ",1,"Lekas                                                                                               ","Miami                    ",75,"Canada                  ","TEUEZXJoHNH                                                                                                                                           ",1967-03-23T00:00:00.0000000,1969-06-24T00:00:00.0000000,1851-04-06T00:00:00.0000000,"Water Transportation                              ",false,true,"UfSHWSCITBCAOZQunWBPoRwGIRuCUoPSdEQARTADOJmAyACdfM          ","99611       ","UT                  ","Active    "
11,"d   ","22386 Spanish River Lane                                                        ","                                                                                ",1,"Foret                                                                                               ","Pomona                   ",129,United States of America,"ARShYEbhxLshNWXLCsDjzSnSXnvVzLnViWDhdwSEANVu YlOerFDyfUUgLIacATxhxwicxZKqtmHGAmRLfFFuNWtkGZXCGHkQqGAOvQHMnUxNz GzxyhuNmpYIBhxtHitWxJYofhrNOODiOi      ",1969-06-27T00:00:00.0000000,9999-12-31T00:00:00.0000000,1913-08-14T00:00:00.0000000,"Construction Services                             ",true,true,"HMrTXQhEEVrLHrNKPYWiOMAJojqEqwZLugVKrXsyh                   ","H2A 1Y7     ","WA                  ","Active    "
12,"AAA ","1253 Kingsbridge Upper                                                          ","                                                                                ",1,"Gerrero                                                                                             ","Savannah                 ",126,United States of America,"cQqLOF DJZLNXDHJMoQRTWcKmEoJKZHINiBbrGdPaLNEVPAPeBVsbcRxRgNKshYWLhrgha tDUXGynwTw                                                                     ",1969-06-27T00:00:00.0000000,9999-12-31T00:00:00.0000000,1902-01-16T00:00:00.0000000,"Software & Programming                            ",true,true,"dIUROFpdEPKnAvxuStaoNvigKwOuJxWBRxARLVKLRWwVcvaoYJo         ","48107       ","WV                  ","Active    "
13,"B+  ","21072 Winsome Avenue                                                            ","                                                                                ",1,"Lehman                                                                                              ","Abilene                  ",130,United States of America,"UPKnEqIITJDGbTEbAQfCDRmY TLGBYRUGImpwELSSWEHJRSXBUKfAGBCafOv                                                                                          ",1969-06-29T00:00:00.0000000,1990-12-30T00:00:00.0000000,1851-09-30T00:00:00.0000000,"Motion Pictures                                   ",false,true,"DvbOuQtQhhIpCgicNoNmJJmIISOzXrHUBciK                        ","T5D 1T7     ","NJ                  ","Active    "
749,"B+  ","21072 Winsome Avenue                                                            ","                                                                                ",1,"Lehman                                                                                              ","Abilene                  ",130,United States of America,"UPKnEqIITJDGbTEbAQfCDRmY TLGBYRUGImpwELSSWEHJRSXBUKfAGBCafOv                                                                                          ",1990-12-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1852-01-24T00:00:00.0000000,"Motion Pictures                                   ",true,true,"DvbOuQtQhhIpCgicNoNmJJmIISOzXrHUBciK                        ","T5D 1T7     ","NJ                  ","Inactive  "
14,"BB- ","6990 Glades Lower                                                               ","                                                                                ",1,"Dreyfus                                                                                             ","Shreveport               ",127,United States of America,"PekltQtTVhKKlXDnwziCThTIZmpapNwQxFMZwQQhPjEsfvQTyEOJ                                                                                                  ",1969-06-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1925-05-05T00:00:00.0000000,"Healthcare Facilities                             ",true,true,"dTpthWoaQBLMBRCRNonpuyzduOcCjNK                             ","M3W 1J4     ","PA                  ","Active    "
15,"AA- ","2579 Creekbend Way                                                              ","Apt. 177                                                                        ",1,"Dengel                                                                                              ","Topeka                   ",20,United States of America,"PbEXTLxQMjUFVigzlINmXkOMkKRDqdQLlcGKPE                                                                                                                ",1969-06-30T00:00:00.0000000,1977-12-27T00:00:00.0000000,1919-04-05T00:00:00.0000000,"Photography                                       ",false,true,"XdCwDlGsXFstGqdCIcNOKJfTOQPnoEeELXbNmwOl                    ","90053       ","DE                  ","Active    "
49,"AA- ","2579 Creekbend Way                                                              ","Apt. 177                                                                        ",1,"Dengel                                                                                              ","Topeka                   ",20,United States of America,"PbEXTLxQMjUFVigzlINmXkOMkKRDqdQLlcGKPE                                                                                                                ",1967-01-23T00:00:00.0000000,1969-06-30T00:00:00.0000000,1917-11-02T00:00:00.0000000,"Computer Services                                 ",false,true,"XdCwDlGsXFstGqdCIcNOKJfTOQPnoEeELXbNmwOl                    ","90053       ","DE                  ","Active    "
383,"AA- ","2579 Creekbend Way                                                              ","Apt. 177                                                                        ",1,"Dengel                                                                                              ","Topeka                   ",20,United States of America,"PbEXTLxQMjUFVigzlINmXkOMkKRDqdQLlcGKPE                                                                                                                ",1977-12-27T00:00:00.0000000,9999-12-31T00:00:00.0000000,1924-03-22T00:00:00.0000000,"Money Center Banks                                ",true,true,"XdCwDlGsXFstGqdCIcNOKJfTOQPnoEeELXbNmwOl                    ","90053       ","DE                  ","Active    "
16,"A+  ","14743 Furth Park                                                                ","                                                                                ",1,"Vanderlinden                                                                                        ","Fayetteville             ",123,United States of America,"gjAJQRLAQakzUdajFliLJBXAJEXbTlkCkxdJebFiEVvYeMaWYQXPwHUeiJiLWIaLQQeRriYfGAsGCFlbxchNoFvKutQxhzyDCQARHiAZGQQsMLknROhQbLvlXbvfaTP RsQRdlTdEMSAUnnVSNGr  ",1969-03-22T00:00:00.0000000,9999-12-31T00:00:00.0000000,1962-02-16T00:00:00.0000000,"Retail (Apparel)                                  ",true,true,"WwXQNkQAqANEBHnihrVhCfRtBAoaKSMATszCV                       ","99513       ","CO                  ","Active    "
17,CCC+,"21818 Palm West                                                                 ","                                                                                ",1,"Thomas                                                                                              ","Little Rock              ",109,United States of America,"DQQBtWegFSxXCwljhoyJoc cuKwGlwdSmlHQKVodwCblXDWOXbGufKZJNqGXuLa XpxqgkJBTSueVEFwAJBWnR RRy mKdHjGGJWBTdBEGMt QBdcoZY                                  ",1969-03-22T00:00:00.0000000,9999-12-31T00:00:00.0000000,null,"Software & Programming                            ",true,true,"oVQZHHoeJFAibcCaYAEJISAPBzZqljSYmfyIwwdpzDs                 ","V6Y 1S6     ","HI                  ","Active    "
25,CCC+,"21818 Palm West                                                                 ","                                                                                ",1,"Thomas                                                                                              ","Little Rock              ",109,United States of America,"DQQBtWegFSxXCwljhoyJoc cuKwGlwdSmlHQKVodwCblXDWOXbGufKZJNqGXuLa XpxqgkJBTSueVEFwAJBWnR RRy mKdHjGGJWBTdBEGMt QBdcoZY                                  ",1968-06-22T00:00:00.0000000,1969-03-22T00:00:00.0000000,null,"Regional Banks                                    ",false,true,"oVQZHHoeJFAibcCaYAEJISAPBzZqljSYmfyIwwdpzDs                 ","V6Y 1S6     ","HI                  ","Active    "
18,"A+  ","10309 Kelvin Crescent                                                           ","                                                                                ",1,"Wyse                                                                                                ","Philadelphia             ",122,United States of America,"kLgIMJnnFimrXBKJDSyPlAbRFrgpQODGILsnXGRwNPXcQFQhh RKqSqDzAazJWAAbN UVdYhgUlv HSAlKgXNcsCuKoSVuSpAAGtxJGZPOUBy                                         ",1969-03-25T00:00:00.0000000,9999-12-31T00:00:00.0000000,1909-04-11T00:00:00.0000000,"Misc. Transportation                              ",true,true,"LfVjSbTbrJNKISiNWoWHWpjzkqpJJNDyTwMZLmCuRedPcuPMRxdNfODXW   ","H2F 1W4     ","WI                  ","Active    "
19,"BB  ","14791 Bluff East                                                                ","                                                                                ",1,"Colbert                                                                                             ","Birmingham               ",125,United States of America,"hCIOgFYKgIGPdLDKncQnzJMJLumTxAIoqnnXgQMLVnKlpqGKPTTcLgLHAbOFvEXyVOIzzHMtzVxBJQbqbkfQPCIHpVP IiCff                                                     ",1969-03-26T00:00:00.0000000,1971-03-29T00:00:00.0000000,1856-06-18T00:00:00.0000000,"Audio & Video Equipment                           ",false,true,"zZAWmtHawKkiPBthJyfhtTFUysoSyjiuZiCG                        ","70810       ","MN                  ","Active    "
208,"BB  ","14791 Bluff East                                                                ","                                                                                ",1,"Colbert                                                                                             ","Birmingham               ",125,United States of America,"hCIOgFYKgIGPdLDKncQnzJMJLumTxAIoqnnXgQMLVnKlpqGKPTTcLgLHAbOFvEXyVOIzzHMtzVxBJQbqbkfQPCIHpVP IiCff                                                     ",1971-03-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1856-07-28T00:00:00.0000000,"Audio & Video Equipment                           ",true,true,"zZAWmtHawKkiPBthJyfhtTFUysoSyjiuZiCG                        ","70810       ","MN                  ","Inactive  "
20,"AA- ","9552 Roosevelt Court                                                            ","                                                                                ",1,"Pullom                                                                                              ","Hay River                ",121,"Canada                  ","OdkVqKYNBvGkHHERVPaKqkKxXG vNgKwLAEtVRLRVc                                                                                                            ",1969-03-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1911-04-12T00:00:00.0000000,"Construction Services                             ",true,true,"CfpSJqNzKQKIOUAIXOeRB                                       ","M5A 1X9     ","AK                  ","Active    "
21,"BB- ","15661 Hildebrand Way                                                            ","                                                                                ",1,"Lavoy                                                                                               ","Waterbury                ",124,United States of America,"cGVsdZneExxvhQBkMaYHiBRbpjcqpw YoBEyhBUgNfgUgoaHvMdvbNlEvxzLmRTBBtbH                                                                                  ",1969-03-29T00:00:00.0000000,1976-09-27T00:00:00.0000000,1883-09-04T00:00:00.0000000,"Regional Banks                                    ",false,true,lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX,"78728       ","NC                  ","Active    "
356,"BB- ","15661 Hildebrand Way                                                            ","                                                                                ",1,"Lavoy                                                                                               ","Waterbury                ",124,United States of America,"cGVsdZneExxvhQBkMaYHiBRbpjcqpw YoBEyhBUgNfgUgoaHvMdvbNlEvxzLmRTBBtbH                                                                                  ",1976-09-27T00:00:00.0000000,1984-03-29T00:00:00.0000000,1885-10-23T00:00:00.0000000,"Auto & Truck Manufacturers                        ",false,true,lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX,"78728       ","NC                  ","Active    "
566,"BB- ","15661 Hildebrand Way                                                            ","                                                                                ",1,"Lavoy                                                                                               ","Waterbury                ",124,United States of America,"cGVsdZneExxvhQBkMaYHiBRbpjcqpw YoBEyhBUgNfgUgoaHvMdvbNlEvxzLmRTBBtbH                                                                                  ",1984-03-29T00:00:00.0000000,1992-12-30T00:00:00.0000000,1887-12-12T00:00:00.0000000,"Casinos & Gaming                                  ",false,true,lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX,"78728       ","NC                  ","Active    "
811,"BB- ","15661 Hildebrand Way                                                            ","                                                                                ",1,"Lavoy                                                                                               ","Waterbury                ",124,United States of America,"cGVsdZneExxvhQBkMaYHiBRbpjcqpw YoBEyhBUgNfgUgoaHvMdvbNlEvxzLmRTBBtbH                                                                                  ",1992-12-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1890-06-10T00:00:00.0000000,"Aerospace & Defense                               ",true,true,lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX,"78728       ","NC                  ","Active    "
22,"B-  ","9592 Carlingford Court                                                          ","                                                                                ",1,"Schindele                                                                                           ","Jersey City              ",8,United States of America,"CubhsavcGhxQbtcjOHVewfWPlDftSehpfEaHdXptufiuxQkpsXSswfCIUVhsrUlpFUeJJmHXvwJSJmWDfQHgWXqoYoIZRhlmU ZARuVfVQZATCT rMttK                                 ",1969-03-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1885-09-18T00:00:00.0000000,"Air Courier                                       ",true,true,"AYrIhMoBIgUBkRdxKABPjIIShjxFyaWTAsK                         ","91910       ","NJ                  ","Inactive  "
37,"B-  ","9592 Carlingford Court                                                          ","                                                                                ",1,"Schindele                                                                                           ","Jersey City              ",8,United States of America,"CubhsavcGhxQbtcjOHVewfWPlDftSehpfEaHdXptufiuxQkpsXSswfCIUVhsrUlpFUeJJmHXvwJSJmWDfQHgWXqoYoIZRhlmU ZARuVfVQZATCT rMttK                                 ",1967-01-11T00:00:00.0000000,1969-03-30T00:00:00.0000000,1885-01-17T00:00:00.0000000,"Air Courier                                       ",false,true,"AYrIhMoBIgUBkRdxKABPjIIShjxFyaWTAsK                         ","91910       ","NJ                  ","Active    "
23,"AA- ","1427 Addax Lane                                                                 ","                                                                                ",1,"Kalafut                                                                                             ","Berkeley                 ",9,United States of America,"kHAfHUvzVZKjUOvZcFghDkcCDsFjH                                                                                                                         ",1968-06-20T00:00:00.0000000,9999-12-31T00:00:00.0000000,1967-04-03T00:00:00.0000000,"Auto & Truck Parts                                ",true,true,"zZCyFkqieiPsUGvBJwvhXNW                                     ","V6W 1U2     ","Nova Scotia         ","Active    "
38,"AA- ","1427 Addax Lane                                                                 ","                                                                                ",1,"Kalafut                                                                                             ","Berkeley                 ",9,United States of America,"kHAfHUvzVZKjUOvZcFghDkcCDsFjH                                                                                                                         ",1967-01-11T00:00:00.0000000,1968-06-20T00:00:00.0000000,1965-10-25T00:00:00.0000000,"Containers & Packaging                            ",false,true,"zZCyFkqieiPsUGvBJwvhXNW                                     ","V6W 1U2     ","Nova Scotia         ","Active    "
24,"BB  ","18842 Plumb South                                                               ","                                                                                ",1,"Ekdahl                                                                                              ","Quebec                   ",110,"                        ","IYvRRDHpKqvdJbAJTqZJvyOTeNBWOcPQZnuUEODFTElDSjVtfFHyHWBAlBQREGSiIMSvBZNynPYcTqHiaqLEPGjNQpd wltFrR                                                    ",1968-06-21T00:00:00.0000000,1996-03-30T00:00:00.0000000,1875-05-28T00:00:00.0000000,"Rental & Leasing                                  ",false,true,"WFYoXJTwetIPrSRgPIQQFQDWIJGHMRnFFxMqbJlSjGJyqINQxxHNlwcS    ","89506       ","MS                  ","Active    "
902,"BB  ","18842 Plumb South                                                               ","                                                                                ",1,"Ekdahl                                                                                              ","Quebec                   ",110,"                        ","IYvRRDHpKqvdJbAJTqZJvyOTeNBWOcPQZnuUEODFTElDSjVtfFHyHWBAlBQREGSiIMSvBZNynPYcTqHiaqLEPGjNQpd wltFrR                                                    ",1996-03-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1881-05-30T00:00:00.0000000,"Rental & Leasing                                  ",true,true,"WFYoXJTwetIPrSRgPIQQFQDWIJGHMRnFFxMqbJlSjGJyqINQxxHNlwcS    ","89506       ","MS                  ","Inactive  "
26,"A-  ","4159 Gemini Lane                                                                ","                                                                                ",1,"Cestone                                                                                             ","Fort Collins             ",108,United States of America,"QuazN pJUkYMeZaMzEKTYHe XUGoqUtJQzPiGSuGTMOEcfxEIvAhFetKV iwkeaSJYoVKTgzcJued rYMDtTgPEnTAFUSyEVGLYAIuZUhIlDTEuJncbfBJEOnJTGF                         ",1968-06-28T00:00:00.0000000,9999-12-31T00:00:00.0000000,1956-01-19T00:00:00.0000000,"Aerospace & Defense                               ",true,true,"tVwRqtyZnGGmzjRUwFjQ                                        ","H2F 1V3     ","MS                  ","Active    "
27,"BB- ","24199 Fournier Crescent                                                         ","                                                                                ",1,"Stecker                                                                                             ","San Diego                ",107,United States of America,"EBBFMwtHVBdWhvGkfIJZNSgkpTNL DlFaSxbJupEmiTafyrpDhNVVVZsPtjeIxnHBCUlcKTQNBCZljEKUjHxrcvZENciwVtvErgrvVbgTFZTgHDpEfmnRydPnoYU                          ",1968-06-28T00:00:00.0000000,1972-03-27T00:00:00.0000000,1922-11-30T00:00:00.0000000,"Railroads                                         ",false,true,"mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     ","V6D 1T3     ","WV                  ","Active    "
222,"BB- ","24199 Fournier Crescent                                                         ","                                                                                ",1,"Stecker                                                                                             ","San Diego                ",107,United States of America,"EBBFMwtHVBdWhvGkfIJZNSgkpTNL DlFaSxbJupEmiTafyrpDhNVVVZsPtjeIxnHBCUlcKTQNBCZljEKUjHxrcvZENciwVtvErgrvVbgTFZTgHDpEfmnRydPnoYU                          ",1972-03-27T00:00:00.0000000,1975-09-28T00:00:00.0000000,1925-03-28T00:00:00.0000000,"Office Supplies                                   ",false,true,"mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     ","V6D 1T3     ","WV                  ","Active    "
336,"BB- ","24199 Fournier Crescent                                                         ","                                                                                ",1,"Stecker                                                                                             ","San Diego                ",107,United States of America,"EBBFMwtHVBdWhvGkfIJZNSgkpTNL DlFaSxbJupEmiTafyrpDhNVVVZsPtjeIxnHBCUlcKTQNBCZljEKUjHxrcvZENciwVtvErgrvVbgTFZTgHDpEfmnRydPnoYU                          ",1975-09-28T00:00:00.0000000,9999-12-31T00:00:00.0000000,1927-05-31T00:00:00.0000000,"Rental & Leasing                                  ",true,true,"mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     ","V6D 1T3     ","WV                  ","Active    "
28,"ot  ","6526 Snyder Rue                                                                 ","                                                                                ",1,"Debusk                                                                                              ","Vallejo                  ",106,United States of America,"I MdYvKFNFN JIEcvfoMdAzfYrnDHRLmPFwERGZeCjcRvzmJEZSMNOgPPAKQHDrurlvfQMVIv oBTMiqhXDpTkbEYWRFFNJtPKCHaQzoUSLvT                                         ",1968-06-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1923-09-08T00:00:00.0000000,"Major Drugs                                       ",true,true,"XUUnTsXPEMNKfGFLNSCxNBJWLSEC                                ","70805       ","WI                  ","Active    "
29,"A   ","21049 Chadbourne Avenue                                                         ","                                                                                ",1,"Johnson                                                                                             ","Tulsa                    ",70,"                        ","JBdKZwdpwPJTEcQmiMkAkoaDBPcdflXkyNfENJMpPNPyOAFEqvFzpojXFvspIfrEo                                                                                     ",1968-06-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1858-05-19T00:00:00.0000000,"Beverages (Non-Alcoholic)                         ",true,true,"KCkPotwrqSQFGNsyRmfAqMDPgLswKnMFgi                          ","X1G 1S1     ","ID                  ","Inactive  "
99,"A   ","21049 Chadbourne Avenue                                                         ","                                                                                ",1,"Johnson                                                                                             ","Tulsa                    ",70,"                        ","JBdKZwdpwPJTEcQmiMkAkoaDBPcdflXkyNfENJMpPNPyOAFEqvFzpojXFvspIfrEo                                                                                     ",1967-03-20T00:00:00.0000000,1968-06-30T00:00:00.0000000,1858-04-16T00:00:00.0000000,"Beverages (Non-Alcoholic)                         ",false,true,"KCkPotwrqSQFGNsyRmfAqMDPgLswKnMFgi                          ","X1G 1S1     ","ID                  ","Active    "
