BatchID,Dividend,EffectiveDate,EndDate,ExchangeID,FirstTrade,FirstTradeOnExchange,IsCurrent,Issue,Name,SK_CompanyID,SK_SecurityID,SharesOutstanding,Status,symbol
1,2.91,1967-06-28,1985-03-30,"PCX   ",1963-09-12,1964-02-29,false,COMMON,"ILBvzAhQHVnYFghhSOrHmYSXoOLRscMVQLUDLDmUpLxFuNiKxEFBeokSmZCQIcJxs     ",40,274,584417373,"Active    ",AAAAAAAAAAAAAHB
1,2.77,1985-03-30,9999-12-31,"AMEX  ",1950-08-01,1864-12-17,true,COMMON,"p iqOGYvFRYHGsGjksIyNVaREH zOHBcCuNQMUueMQSa                          ",103,618,514745971,"Active    ",AAAAAAAAAAAAAHB
1,0.1,1969-09-23,1991-06-30,NASDAQ,1947-04-09,1955-08-19,false,COMMON,"OmGUDdLgyObEaGj                                                       ",40,278,561464,"Active    ",AAAAAAAAAAAAAKG
1,0.7,1991-06-30,9999-12-31,NASDAQ,1879-07-16,1967-09-25,true,COMMON,"igvLxpkVSxZUxnWxoLwylHTF                                              ",294,1083,758987143,"Active    ",AAAAAAAAAAAAAKG
1,2.88,1971-03-29,9999-12-31,"AMEX  ",1878-01-01,1900-05-23,true,PREF_A,"vCSCTinIlFvIQXbkkvSHkFiwYIIhuDJz                                      ",40,281,437982942,"Active    ",AAAAAAAAAAAAAME
1,2.17,1973-03-23,9999-12-31,"AMEX  ",1963-07-07,1962-06-05,true,COMMON,"exPPnJpRuMFTJEVPdzKebthlnh                                            ",40,285,430708986,"Active    ",AAAAAAAAAAAAAPD
1,1.32,1975-09-26,9999-12-31,"PCX   ",1923-12-24,1968-02-18,true,PREF_C,"Y XAZssVlaDqYhadNHMQcXCXjCSO EHDYmfCdskvaNWbVuIQRbGAYjFusulFTDKkh     ",40,288,508391036,"Active    ",AAAAAAAAAAAAASJ
1,2.17,1982-09-27,9999-12-31,"AMEX  ",1879-08-21,1922-08-16,true,PREF_A,"VPuCYQwvktGeQZKQcoN nDXRCwmayzSZHIBgzjl wjAqSOrZTWW                   ",40,289,13530244,"Active    ",AAAAAAAAAAAABCG
1,2.81,1986-09-30,9999-12-31,"PCX   ",1860-03-13,1907-03-08,true,COMMON,"eonEGsFdNKgKWOibBqMFUGnRJCEyyONdcZNffFKDqBnJK o dSl                   ",40,291,725978469,"Active    ",AAAAAAAAAAAABHW
1,1.51,1997-12-31,2012-06-29,"PCX   ",1853-06-16,1913-06-12,false,COMMON,"vbDLhmDFFVzTlBKPCasVvI                                                ",40,1362,24663174,"Active    ",AAAAAAAAAAAABXL
1,1.51,2012-06-29,9999-12-31,"PCX   ",1853-10-18,1919-09-14,true,COMMON,"vbDLhmDFFVzTlBKPCasVvI                                                ",40,150,24663174,"Inactive  ",AAAAAAAAAAAABXL
1,0.26,2006-09-30,9999-12-31,"NYSE  ",1918-03-12,1866-01-24,true,COMMON,"uoGfbTLPHXnMOguElXrJnqKkpqFIn                                         ",40,1875,122053339,"Active    ",AAAAAAAAAAAACJK
1,2.93,1967-05-19,1973-09-26,"PCX   ",1963-06-14,1965-07-16,false,PREF_C,"HOrHPhltuykbHAKAirZTKJrZBMfID                                         ",43,260,496195827,"Active    ",AAAAAAAAAAAAACG
1,2.93,1973-09-26,9999-12-31,"PCX   ",1969-08-24,1971-11-08,true,PREF_C,"HOrHPhltuykbHAKAirZTKJrZBMfID                                         ",43,11,496195827,"Inactive  ",AAAAAAAAAAAAACG
1,1.5,1967-06-02,9999-12-31,NASDAQ,1963-05-19,1874-06-08,true,PREF_B,"OICqIOokqYiSuKPI                                                      ",43,263,54209600,"Active    ",AAAAAAAAAAAAADR
1,0.99,1967-09-20,9999-12-31,NASDAQ,1958-12-10,1932-07-11,true,PREF_A,"jcgoObuufoeoyLixmIUxtDMswiGj NmWMCKqWMJIbQ                            ",43,252,832007373,"Active    ",AAAAAAAAAAAAAHN
1,0.94,1967-12-22,9999-12-31,"AMEX  ",1943-04-14,1863-06-22,true,COMMON,"NGOJtjVVngUrjVkMH                                                     ",43,277,93055925,"Active    ",AAAAAAAAAAAAAHX
1,0.63,1972-03-29,9999-12-31,NASDAQ,1939-06-09,1891-04-20,true,COMMON,"RCaFCUDfmtFhISYfQTiEPusVTs                                            ",43,282,64083219,"Active    ",AAAAAAAAAAAAAAM
1,0.29,1967-05-03,1972-03-29,"AMEX  ",1856-09-24,1855-08-18,false,COMMON,"RtRqATRvhCCgKkdLCVheUywWyPOhIgOvSZwEadJvUjXDHvkKyIXxpAbCYkcYW         ",112,643,134129471,"Active    ",AAAAAAAAAAAAAAM
1,0.83,1972-12-24,2004-12-30,NASDAQ,1872-05-04,1852-10-30,false,COMMON,"rJHneUpXUStEMCdUdfWVYEGdgxOUQESAHJLypIfeTsUKQSIAhMVW                  ",43,283,150023313,"Active    ",AAAAAAAAAAAAAOV
1,0.1,2004-12-30,9999-12-31,"PCX   ",1973-05-21,1871-07-05,true,PREF_A,"TuXQiduSeWqJktfVBMcXaGjMfp                                            ",559,2010,872156972,"Active    ",AAAAAAAAAAAAAOV
1,1.15,1997-03-29,2004-03-31,"AMEX  ",1915-07-29,1943-06-13,false,PREF_A,"OiOISBQkyBIiXRBQiZvEsCaXAwRZJLzRIgUSDsUmxBORzStldzJLaTDyTLNDHzR       ",43,1361,267138952,"Active    ",AAAAAAAAAAAABWF
1,2.89,2004-03-31,9999-12-31,"PCX   ",1970-01-29,1957-08-30,true,COMMON,"GrhxVZeTgbPPZzRXRuH                                                   ",602,1688,822280917,"Active    ",AAAAAAAAAAAABWF
1,1.56,2000-03-31,9999-12-31,NASDAQ,1921-03-12,1957-08-06,true,COMMON,"StSdPKMWFNMkWoYMLG UHdILXbAT kxCjUDamdkxer                            ",43,1363,176162754,"Active    ",AAAAAAAAAAAACAI
1,1.8,2004-09-28,9999-12-31,"NYSE  ",1908-10-31,1908-02-26,true,COMMON,"aLNkKMjVogJoMgoSjTqgSyVFHzUsw                                         ",43,1874,95404443,"Active    ",AAAAAAAAAAAACGR
1,2.07,1967-05-07,1975-03-28,"NYSE  ",1959-03-05,1939-08-04,false,COMMON,"EadZaOznViEwAIKZRwGkjHYSoloibrcMKLneMF                                ",44,255,751290189,"Active    ",AAAAAAAAAAAAABA
1,2.82,1975-03-28,9999-12-31,NASDAQ,1949-11-17,1944-11-13,true,COMMON,"tOQfjQkDzRUNrKCapHcGzTDYVzuuxuTJEkSxWHWVKFfFJFdrXzDRTQUhqnTSoc        ",219,929,539384552,"Active    ",AAAAAAAAAAAAABA
1,1.56,1967-05-12,9999-12-31,"PCX   ",1865-06-25,1953-01-19,true,PREF_B,"FICJvwAfXhPvpOgvVgbSFHTTaWJtAuANPX                                    ",44,256,640374415,"Active    ",AAAAAAAAAAAAABO
1,2.71,1967-05-18,9999-12-31,"AMEX  ",1875-03-20,1861-07-13,true,COMMON,"qogYORdhIElCPRugsDnOCAxkGlGRQIevFDnbckRaUhEBFIYjGCLRTVO               ",69,423,996597274,"Active    ",AAAAAAAAAAAAACF
1,2.88,1969-12-22,9999-12-31,"AMEX  ",1867-12-30,1930-01-11,true,COMMON,"DlTyomTTgcAzGIRPicOqlxIBlVcuHSSHwcMtqOhGMKTMmPebxYbDQtmkK             ",69,427,705501639,"Active    ",AAAAAAAAAAAAAJV
1,1.58,1969-06-26,1969-12-22,"AMEX  ",1868-12-15,1893-10-09,false,COMMON,"CfiJgVaMQDiaAhBhFCDCHMrVhiqLmmPFcYzlPJlRhYFsCUCATTQFOkKHfvCupVNxmB    ",73,435,826012032,"Active    ",AAAAAAAAAAAAAJV
1,1.46,1975-03-31,9999-12-31,"NYSE  ",1906-11-24,1929-11-30,true,COMMON,"YBmPETGfjXOfeGpWSFweattLqDxxSJvCMlAspJEQLlVfjAPxMURFGJWx              ",69,430,377349420,"Active    ",AAAAAAAAAAAAARY
1,2.41,1992-09-28,9999-12-31,"NYSE  ",1932-10-31,1929-11-12,true,COMMON,"qRzFBlvwct                                                            ",69,1378,652319300,"Active    ",AAAAAAAAAAAABPX
1,1.93,1995-06-29,9999-12-31,"PCX   ",1993-09-16,1952-09-03,true,PREF_A,"NkkhUOznkFZCvIHyRoTla yFTbdWiBlRkFJLwON esXOFOvHdxiKJNhqnJqZMbMDoVWEB ",69,1379,621286681,"Active    ",AAAAAAAAAAAABTU
1,2.31,1967-04-30,9999-12-31,"NYSE  ",1929-04-27,1945-06-22,true,COMMON,"oMnowvRnDbUeCCZLnUmKj                                                 ",70,420,791193180,"Active    ",AAAAAAAAAAAAAAG
1,2.02,1967-05-01,9999-12-31,"AMEX  ",1965-07-22,1956-06-27,true,COMMON,"BAYTcsczJxyrSrBsAWPPTR RpoM aEfuSiEswCEa                              ",70,421,217201226,"Active    ",AAAAAAAAAAAAAAI
1,0.47,1967-06-18,9999-12-31,NASDAQ,1901-02-09,1882-02-20,true,COMMON,"IQYUQKuubSxpFOxuNTAnaWCHeyGmLzRTheGwIyQSX                             ",70,425,246117559,"Active    ",AAAAAAAAAAAAAFR
1,0.34,1967-09-14,1978-03-28,NASDAQ,1864-08-26,1909-03-05,false,COMMON,"IJqZkvTRUVQTPeoUjTirvapVqbdyMFupWBzrtINcpcRk                          ",70,418,159082733,"Active    ",AAAAAAAAAAAAAHH
1,0.34,1978-03-28,9999-12-31,NASDAQ,1865-12-22,1914-07-08,true,COMMON,"IJqZkvTRUVQTPeoUjTirvapVqbdyMFupWBzrtINcpcRk                          ",70,29,159082733,"Inactive  ",AAAAAAAAAAAAAHH
1,0.47,1971-12-23,9999-12-31,"NYSE  ",1893-06-27,1857-08-29,true,COMMON,DgYg iItEyQBVgiPNxmEosuNntvnLze acFmNYKVOPAqEKkqkPQhQVCYQqTnblaIakgvQD,70,429,241857836,"Active    ",AAAAAAAAAAAAANI
1,0.26,1974-12-27,9999-12-31,"AMEX  ",1948-07-15,1972-09-30,true,COMMON,"e RCeBOFDhsCAxeXH                                                     ",70,431,839249696,"Active    ",AAAAAAAAAAAAARJ
1,2.77,1976-09-27,9999-12-31,NASDAQ,1965-09-12,1957-02-19,true,COMMON,"WECNICEtuyaNOCnjcBxEcjeBHIg IcpxlDAIfAK                               ",70,432,567848609,"Active    ",AAAAAAAAAAAAAUB
1,0.95,1968-09-26,9999-12-31,"NYSE  ",1879-12-11,1885-07-12,true,PREF_C,"ESsWnrYgsNxsH UluqEpNmNX                                              ",95,548,491920267,"Active    ",AAAAAAAAAAAAAIT
1,1.79,1971-09-28,1983-03-30,NASDAQ,1927-04-17,1943-08-08,false,PREF_A,"BkiI AYMuiErGfBHBWuLWbbLVIJJDRNBbcCDboJPPLjeHJGGcl                    ",95,569,50443864,"Active    ",AAAAAAAAAAAAANA
1,0.78,1983-03-30,9999-12-31,"PCX   ",1920-09-07,1944-02-06,true,PREF_C,"ZYIaIdOsOHB YSiigzCMqVMNtWbUPLnGaACXRquzTDSQIOSbTZzlrGmF              ",409,1209,978337217,"Active    ",AAAAAAAAAAAAANA
1,2.0,1972-03-29,9999-12-31,"NYSE  ",1855-02-21,1944-07-05,true,COMMON,"FlIJBWJrxEyeMMRPLezGJqOskQKHoHmaHABQJFMFw                             ",95,571,232326555,"Active    ",AAAAAAAAAAAAANP
1,2.86,1972-09-28,1975-06-27,NASDAQ,1927-02-21,1875-07-24,false,PREF_B,"IevgzABoRNFRJFqEIDOfAfyKJAVwMwHsy                                     ",95,572,521060538,"Active    ",AAAAAAAAAAAAAOK
1,2.25,1975-06-27,2000-09-28,"NYSE  ",1888-08-27,1966-12-05,false,COMMON,"aeBpGRCxJANVMMASLXWARLwRNECzXHnrTQytFLNQ vYLKFFVRxeCIVIDapblm         ",42,287,660146025,"Active    ",AAAAAAAAAAAAAOK
1,1.57,2000-09-28,9999-12-31,"AMEX  ",1979-09-09,1864-05-13,true,PREF_B,"UxsRVPC RydeKrgYuSbJWQRCnpDSKxEvjRXGJq                                ",899,1839,602410972,"Active    ",AAAAAAAAAAAAAOK
1,2.34,2006-09-29,9999-12-31,"AMEX  ",1920-01-05,1850-05-29,true,COMMON,"QQSZwzQtHRfADDFOeTEwgJpHMOYEbygNKonMF                                 ",95,1886,901017894,"Active    ",AAAAAAAAAAAACJL
1,2.06,2014-09-30,9999-12-31,NASDAQ,1955-12-13,1870-10-07,true,COMMON,"dQEMsissQShKZUYVAPINqSBMecPHWNJ                                       ",95,2264,508066209,"Active    ",AAAAAAAAAAAACUR
1,2.02,1967-06-30,9999-12-31,"NYSE  ",1935-11-23,1870-05-25,true,COMMON,"GHVLNoFNJqyMFRbJJoNhSJUebbJAXUZTPqWGxRHnBNQyxxaiLHvykQMBU             ",96,565,968011430,"Active    ",AAAAAAAAAAAAAHF
1,2.55,1971-06-29,9999-12-31,"AMEX  ",1904-09-04,1930-10-30,true,COMMON,"SImkbEJDbBaDN OYbHwNdKNYkkJbtlnJpMZprHLTIGrQ                          ",96,568,524046428,"Active    ",AAAAAAAAAAAAAMM
1,1.1,1973-03-25,9999-12-31,"PCX   ",1881-09-08,1922-08-29,true,COMMON,"QLYOIwAkEABLguPHGy emIgb FItCT                                        ",96,573,733707627,"Active    ",AAAAAAAAAAAAAPC
1,1.07,1977-03-27,9999-12-31,"PCX   ",1934-06-22,1964-09-22,true,COMMON,"FSQvwmRxrFjKNhHEWQ auGFJKRfLVJeibFGfutr                               ",96,575,775258575,"Active    ",AAAAAAAAAAAAAUR
1,2.5,1986-12-29,1992-06-28,"PCX   ",1954-02-08,1962-09-03,false,PREF_A,"VaJmVNFKkVzwUfNQdyuDZBu qusVtMTPVJULnJNsvDxsz BSHw                    ",96,577,573969479,"Active    ",AAAAAAAAAAAABIE
1,2.5,1992-06-28,9999-12-31,"PCX   ",1958-04-25,1967-03-25,true,PREF_A,"VaJmVNFKkVzwUfNQdyuDZBu qusVtMTPVJULnJNsvDxsz BSHw                    ",96,105,573969479,"Inactive  ",AAAAAAAAAAAABIE
1,1.09,1987-03-28,9999-12-31,NASDAQ,1867-10-15,1871-08-28,true,PREF_B,"KrnDpWOtAJbUQNGvOHGAjWzhJKDWGhAOb                                     ",96,578,618323426,"Active    ",AAAAAAAAAAAABIP
1,2.89,1978-09-27,9999-12-31,"NYSE  ",1958-10-02,1863-12-28,true,COMMON,"JbPPDGHTHNZyBMornAvmzVCgCISoqBnUypaXJjkFBNDuz CcDVsD                  ",23,247,812364730,"Active    ",AAAAAAAAAAAAAWQ
1,1.37,1979-12-31,9999-12-31,"AMEX  ",1941-04-14,1926-05-21,true,PREF_A,"JKHEohNSy cufLMbbILINMjDCq                                            ",23,248,358137950,"Active    ",AAAAAAAAAAAAAYG
1,2.97,2005-03-31,9999-12-31,"AMEX  ",1858-05-12,1907-08-10,true,COMMON,"aqBSyJlm ivNOQ NxjOMBFrFsOIHyuzLNOASpRvSvOPZfpCEZEILraB               ",23,1873,822490885,"Active    ",AAAAAAAAAAAACHK
1,2.49,1973-03-28,9999-12-31,"NYSE  ",1874-01-07,1916-09-03,true,COMMON,"QLTnxBIZHaHEqp WRkBMYhPbkoifxLXYbuXxgpoMJYhUlBdZmrLmA                 ",24,736,949730858,"Active    ",AAAAAAAAAAAAAPB
1,0.14,1975-03-25,9999-12-31,"PCX   ",1946-10-25,1895-11-23,true,COMMON,"NQNISabRUGHtiOLfPeBySFesFrOAWZmyuMqOEAncQzNHZfnUGdSEPXOECaDZUyJ       ",24,737,508682097,"Active    ",AAAAAAAAAAAAARW
1,2.98,1975-03-26,9999-12-31,"PCX   ",1882-11-02,1919-06-29,true,COMMON,"AyyBihnfjUWIzOMQJyVsWrRAKEXTVFOKAHtHAAVIsouJZNfdkzU                   ",24,738,31458880,"Active    ",AAAAAAAAAAAAARR
1,1.36,1976-03-26,1979-06-30,"AMEX  ",1913-08-30,1968-11-13,false,COMMON,"jhRpPVdMGHZSaFZTFNKggVWwAYbpYgHpSmJQxMRQiY                            ",24,742,961597065,"Active    ",AAAAAAAAAAAAATJ
1,2.35,1979-06-30,9999-12-31,"NYSE  ",1923-07-17,1920-02-02,true,COMMON,"dzeLlfpvtJsMwCwcdURSOyKSBINO mxGOxqxTXAVfqHsax                        ",385,1169,120017651,"Active    ",AAAAAAAAAAAAATJ
1,0.63,1989-06-30,9999-12-31,"NYSE  ",1973-11-23,1987-09-26,true,COMMON,"ApAveHXGMYJm                                                          ",24,748,222605774,"Active    ",AAAAAAAAAAAABLP
1,0.45,1969-03-28,9999-12-31,"PCX   ",1864-08-12,1919-10-16,true,COMMON,"FDmbOgVTzTPkIeinoImFWlDamevmGujQ                                      ",26,729,48417744,"Active    ",AAAAAAAAAAAAAJP
1,1.27,1969-06-26,1973-03-31,NASDAQ,1898-05-25,1921-10-04,false,COMMON,"VXngmRmFNEGnBWkHfVSSPVF P dbAXUiplE                                   ",26,728,288897630,"Active    ",AAAAAAAAAAAAACK
1,0.95,1967-05-20,1969-06-26,"NYSE  ",1894-08-30,1869-02-17,false,COMMON,"PwFNJpiJiPm QfsqTNGKnjxeArhkVaECMZcHAuIMBjuGTNLuN                     ",78,460,616094359,"Active    ",AAAAAAAAAAAAACK
1,1.27,1973-03-31,9999-12-31,NASDAQ,1899-12-07,1924-01-14,true,COMMON,"VXngmRmFNEGnBWkHfVSSPVF P dbAXUiplE                                   ",26,67,288897630,"Inactive  ",AAAAAAAAAAAAACK
1,0.55,1969-09-29,9999-12-31,NASDAQ,1882-07-07,1851-10-01,true,PREF_A,"zmfTCCfbRRutmMHkSinIqeRBvpNhSmUxaBTOHeTqPgKnaV                        ",26,730,465473209,"Active    ",AAAAAAAAAAAAAKI
1,1.85,1971-09-28,9999-12-31,"PCX   ",1877-03-02,1897-11-15,true,COMMON,"GkUHFehfCpbIureoxhnZZdzeaQFKHadpAvxzcYZiQ PNImWoC                     ",26,733,689559244,"Active    ",AAAAAAAAAAAAAND
1,2.87,1967-05-05,9999-12-31,NASDAQ,1867-11-01,1960-10-29,true,COMMON,"VDlgRzzJUFTdNJSVhKMWzLMdlkyDBxkabuJoQbnPE                             ",34,206,726363817,"Active    ",AAAAAAAAAAAAAAQ
1,0.88,1967-05-21,9999-12-31,NASDAQ,1896-09-13,1867-10-01,true,COMMON,"pZScccpJTfDwcYkGmifDqNA                                               ",34,209,403154629,"Active    ",AAAAAAAAAAAAACL
1,0.05,1967-06-23,9999-12-31,NASDAQ,1945-08-20,1853-09-28,true,COMMON,"LlKbqLlpAJoxEXrGNvBmklPPFKaqBct                                       ",34,218,577788549,"Active    ",AAAAAAAAAAAAAGM
1,2.95,1968-06-19,9999-12-31,NASDAQ,1935-09-15,1907-10-15,true,COMMON,"JoZkVTVfPYJpQH TPLceSuG                                               ",34,204,285106848,"Active    ",AAAAAAAAAAAAAIN
1,2.54,1968-12-30,9999-12-31,"AMEX  ",1942-04-06,1850-11-11,true,COMMON,"YJxeWbWxACmJGmWPjNpIGeONn                                             ",34,221,304425984,"Active    ",AAAAAAAAAAAAAIV
1,1.94,1968-09-30,1968-12-30,"AMEX  ",1889-11-14,1875-02-24,false,COMMON,"FSGZBW jfnNeBHDSFXsbAHVYQrQL                                          ",124,673,241801805,"Active    ",AAAAAAAAAAAAAIV
1,0.72,1969-06-28,9999-12-31,NASDAQ,1909-02-23,1932-05-14,true,PREF_C,"doyEniBIrsjh HgfTRPPPifTZnWIVmXeHqbuBDl                               ",34,203,843928023,"Active    ",AAAAAAAAAAAAAJX
1,1.13,1972-03-27,9999-12-31,"NYSE  ",1900-04-29,1883-11-29,true,COMMON,"VoamkCAwHpdCyCKVp WKOSgvdAWTdMtMRWIOlUPtCiQcp                         ",34,224,756738457,"Active    ",AAAAAAAAAAAAANO
1,2.74,1967-06-11,1967-09-16,"NYSE  ",1860-07-11,1885-06-13,false,COMMON,"UsxSXXGapdgQlcYOCIuKdPonMEbKVQKDQlLcu                                 ",35,240,933818780,"Active    ",AAAAAAAAAAAAAEX
1,2.76,1967-09-16,1969-09-28,"PCX   ",1910-11-05,1927-07-15,false,PREF_A,"rXXqIXUudvLsJzyySqDmCiOmUIhEkFcmJWUKM zeTFtQCSYObBgjXbFRWMkNtvM       ",79,476,295217815,"Active    ",AAAAAAAAAAAAAEX
1,2.76,1969-09-28,9999-12-31,"PCX   ",1911-11-28,1928-11-19,true,PREF_A,"rXXqIXUudvLsJzyySqDmCiOmUIhEkFcmJWUKM zeTFtQCSYObBgjXbFRWMkNtvM       ",79,37,295217815,"Inactive  ",AAAAAAAAAAAAAEX
1,2.06,1967-06-27,9999-12-31,NASDAQ,1962-01-19,1871-04-26,true,PREF_C,"WLFUQTxOuXugnUQYGQLFLCvUNxdnIgMfwc                                    ",35,242,850161818,"Active    ",AAAAAAAAAAAAAGY
1,1.17,1969-03-31,9999-12-31,"AMEX  ",1941-08-03,1938-12-21,true,COMMON,"JzQWXfaJofcbQWgUFFVAfqWgvOOIS CwtOmcZCwXkFoHgEBTmT                    ",35,236,943113845,"Active    ",AAAAAAAAAAAAAJL
1,2.62,1987-09-30,9999-12-31,NASDAQ,1917-09-04,1884-09-07,true,COMMON,"pLMFQFRKHrAJLFLGQSNKB LnSNtpamSSbAIdKstA                              ",35,250,534864183,"Active    ",AAAAAAAAAAAABIZ
1,1.89,2005-03-31,9999-12-31,"AMEX  ",1963-02-22,1959-02-19,true,PREF_A,"PEmb QXEbwZvdxzYQHlupGVEsTbvqtuqIfBJevDQNQpF LImjt                    ",35,1872,882180589,"Active    ",AAAAAAAAAAAACHM
1,0.33,1999-12-29,9999-12-31,NASDAQ,1994-02-13,1932-03-26,true,COMMON,"PHlwsgEKEKtN                                                          ",53,1375,24003907,"Active    ",AAAAAAAAAAAACAD
1,1.03,2004-03-31,9999-12-31,"NYSE  ",1886-11-22,1913-04-20,true,COMMON,"byiRGzPqGjhDbcXHlJsTbUIHsKL                                           ",53,1376,404800104,"Active    ",AAAAAAAAAAAACFX
1,0.75,2008-03-30,9999-12-31,"AMEX  ",1915-10-15,1932-12-12,true,COMMON,"pXkNVnOqNDTPNXjaxzRIamtDFiPOLFCQACQxeErK OkGao                        ",53,152,783161469,"Inactive  ",AAAAAAAAAAAAABY
